Minutes, Seconds, Cell Alive, Maximum Cell Count, Cells Died, Cells Died by Swelling, Cells Died by Lack of ATP, Cells Died by Lack of ATP that were Splitting, Cells Died in the last 30 Seconds, Cells Died in the last 30 Seconds (Swelling), Cells Died in the last 30 Seconds (ATP), Cells Died in the last 30 Seconds (ATP & Splitting), Cells Created, Cells Created in the last 30 Seconds, Average Cell Lifetime(in seconds), Cell Lifetime Standard Deviation, Average Cell Size, Cell Size Standard Deviation, Average Cell Length, Cell Length Standard Deviation, Flagellum Absolute, Flagellum Percent, Membrane Absolute, Membrane Percent, Energy Manager Absolute, Energy Manager percent, Splitting Manager Absolute, Splitting Manager Percent, Total Food, Total Poison
274,3,825,1034,25025,20789,4236,3272,56,32,24,22,25800,45,409.657806,616.957397,7.258347,0.626765,5.392202,1.137326,0,0.000000,0,0.000000,639,0.774545,694,0.841212,346290.593750,0.001754
274,33,838,1034,25066,20804,4262,3296,41,15,26,24,25854,54,409.898499,614.693359,7.259689,0.626654,5.384845,1.132654,0,0.000000,0,0.000000,648,0.773270,710,0.847255,346293.375000,0.000454
275,3,829,1034,25123,20835,4288,3320,57,31,26,24,25902,48,407.898621,616.016968,7.250805,0.627845,5.385432,1.138147,0,0.000000,0,0.000000,636,0.767189,699,0.843185,346262.906250,0.000805
275,33,823,1034,25172,20858,4314,3344,49,23,26,24,25945,43,410.336182,615.723755,7.252645,0.639788,5.381327,1.141084,0,0.000000,0,0.000000,639,0.776428,698,0.848117,346337.750000,0.002591
276,3,818,1034,25217,20881,4336,3362,45,23,22,18,25985,40,415.371674,618.750000,7.261121,0.640258,5.363207,1.141627,0,0.000000,0,0.000000,640,0.782396,692,0.845966,346245.187500,0.001975
276,33,823,1034,25264,20904,4360,3379,47,23,24,17,26037,52,412.085144,617.617493,7.247755,0.655563,5.377319,1.137919,0,0.000000,0,0.000000,633,0.769137,700,0.850547,346256.343750,0.001391
277,3,844,1034,25298,20922,4376,3393,34,18,16,14,26092,55,411.124237,615.620972,7.254060,0.654385,5.369003,1.147797,0,0.000000,0,0.000000,650,0.770142,718,0.850711,346216.312500,0.000001
277,33,846,1034,25337,20944,4393,3408,39,22,17,15,26133,41,416.741516,618.158508,7.255293,0.650847,5.371684,1.158432,0,0.000000,0,0.000000,651,0.769504,724,0.855792,346292.687500,0.000359
278,3,857,1034,25369,20962,4407,3422,32,18,14,14,26176,43,419.971375,613.936523,7.255469,0.644984,5.361169,1.162311,0,0.000000,0,0.000000,659,0.768961,733,0.855309,346420.781250,0.000000
278,33,860,1034,25415,20992,4423,3435,46,30,16,13,26225,49,414.426208,613.500916,7.253591,0.657759,5.363434,1.167289,0,0.000000,0,0.000000,655,0.761628,736,0.855814,346482.312500,0.000085
279,3,846,1034,25470,21020,4450,3458,55,28,27,23,26266,41,419.346405,618.912292,7.263696,0.653183,5.359703,1.170022,0,0.000000,0,0.000000,648,0.765957,724,0.855792,346225.937500,0.012075
279,33,842,1034,25521,21045,4476,3481,51,25,26,23,26313,47,418.583282,621.969666,7.258483,0.643472,5.369597,1.178942,0,0.000000,0,0.000000,647,0.768409,717,0.851544,346330.406250,0.003115
280,3,839,1034,25565,21067,4498,3498,44,22,22,17,26354,41,423.618073,624.831360,7.267572,0.635308,5.367654,1.167534,0,0.000000,0,0.000000,640,0.762813,709,0.845054,346182.375000,0.000002
280,33,842,1034,25606,21091,4515,3513,41,24,17,15,26398,44,419.127197,619.779053,7.267957,0.634558,5.358162,1.168977,0,0.000000,0,0.000000,637,0.756532,713,0.846793,346363.093750,0.000000
281,4,829,1034,25661,21122,4539,3534,55,31,24,21,26440,42,416.998932,622.923950,7.276632,0.632383,5.355820,1.174356,0,0.000000,0,0.000000,627,0.756333,705,0.850422,346317.531250,0.000000
281,34,829,1034,25701,21145,4556,3548,40,23,17,14,26480,40,417.100830,623.718262,7.270470,0.644639,5.366151,1.174325,0,0.000000,0,0.000000,620,0.747889,707,0.852835,346213.187500,0.000069
282,4,833,1034,25747,21172,4575,3564,46,27,19,16,26530,50,412.839691,623.947998,7.274002,0.652623,5.364073,1.171032,0,0.000000,0,0.000000,612,0.734694,714,0.857143,346353.500000,0.000749
282,34,826,1034,25797,21199,4598,3585,50,27,23,21,26573,43,414.345978,627.296753,7.272161,0.648830,5.365260,1.169293,0,0.000000,0,0.000000,601,0.727603,713,0.863196,346152.437500,0.019999
283,4,815,1034,25859,21236,4623,3607,62,37,25,22,26624,51,407.141693,632.183838,7.288000,0.637139,5.386114,1.162373,0,0.000000,0,0.000000,583,0.715337,698,0.856442,346251.000000,0.003944
283,34,802,1034,25909,21261,4648,3631,50,25,25,24,26661,37,408.670349,636.156433,7.279857,0.632493,5.379439,1.170644,0,0.000000,0,0.000000,572,0.713217,689,0.859102,346202.250000,0.001506
284,4,818,1034,25948,21288,4660,3642,39,27,12,11,26716,55,403.558441,633.589233,7.290802,0.625216,5.376827,1.169675,0,0.000000,0,0.000000,586,0.716381,701,0.856968,346183.312500,0.000420
284,34,810,1034,26003,21324,4679,3657,55,36,19,15,26763,47,397.057404,636.282654,7.312998,0.609354,5.365611,1.171379,0,0.000000,0,0.000000,577,0.712346,691,0.853086,346144.656250,0.000019
285,4,807,1034,26052,21351,4701,3673,49,27,22,16,26809,46,394.506348,636.693848,7.319059,0.595227,5.381208,1.195288,0,0.000000,0,0.000000,570,0.706320,686,0.850062,346320.250000,0.000361
285,33,793,1034,26100,21380,4720,3686,48,29,19,13,26843,34,401.869202,643.057983,7.324789,0.584304,5.381164,1.196461,0,0.000000,0,0.000000,553,0.697352,680,0.857503,346257.906250,0.000415
286,2,785,1034,26149,21414,4735,3701,49,34,15,15,26884,41,401.014130,647.944275,7.332207,0.583659,5.391385,1.190299,0,0.000000,0,0.000000,549,0.699363,674,0.858599,346234.593750,0.001261
286,32,801,1034,26182,21439,4743,3708,33,25,8,7,26933,49,398.321228,645.681641,7.337540,0.576895,5.414542,1.182462,1,0.001248,0,0.000000,561,0.700375,690,0.861423,346158.000000,0.000009
287,1,797,1034,26233,21461,4772,3732,51,22,29,24,26980,47,398.704407,648.408691,7.341885,0.567183,5.391932,1.170778,1,0.001255,0,0.000000,556,0.697616,681,0.854454,346471.156250,0.000017
287,30,794,1034,26285,21492,4793,3749,52,31,21,17,27029,49,396.237488,652.140137,7.341825,0.566026,5.395153,1.183636,1,0.001259,0,0.000000,554,0.697733,681,0.857683,346283.562500,0.000000
288,0,803,1034,26323,21511,4812,3766,38,19,19,17,27076,47,396.440735,650.866150,7.346765,0.560916,5.404008,1.176242,1,0.001245,0,0.000000,558,0.694894,690,0.859278,346366.281250,0.011811
288,29,790,1034,26373,21542,4831,3783,50,31,19,17,27113,37,398.452820,655.011536,7.338534,0.570513,5.421595,1.176648,1,0.001266,0,0.000000,546,0.691139,676,0.855696,346245.375000,0.001244
288,59,799,1034,26413,21565,4848,3797,40,23,17,14,27162,49,401.023743,655.477966,7.357406,0.575007,5.398140,1.173086,1,0.001252,0,0.000000,553,0.692115,681,0.852315,346216.468750,0.014143
289,29,798,1034,26458,21587,4871,3812,45,22,23,15,27206,44,399.791656,656.299316,7.381843,0.570885,5.411571,1.169269,1,0.001253,0,0.000000,542,0.679198,684,0.857143,346246.187500,0.001575
289,59,819,1034,26502,21616,4886,3826,44,29,15,14,27271,65,390.218323,653.416077,7.377509,0.580621,5.424268,1.154739,1,0.001221,0,0.000000,556,0.678877,704,0.859585,346417.906250,0.000157
290,29,807,1034,26564,21651,4913,3851,62,35,27,25,27321,50,390.984497,657.604004,7.378024,0.589781,5.429917,1.151320,1,0.001239,0,0.000000,547,0.677819,699,0.866171,346427.625000,0.002379
290,59,788,1034,26612,21681,4931,3865,48,30,18,14,27350,29,398.395966,664.341187,7.377421,0.586286,5.445412,1.130349,2,0.002538,0,0.000000,537,0.681472,686,0.870558,346193.312500,0.000000
291,29,795,1034,26660,21710,4950,3884,48,29,19,19,27405,55,391.511749,662.376404,7.379613,0.584747,5.458754,1.135898,2,0.002516,0,0.000000,540,0.679245,698,0.877987,346553.406250,0.004206
291,58,790,1034,26707,21742,4965,3897,47,32,15,13,27447,42,390.511505,664.757385,7.378759,0.597432,5.472562,1.131914,3,0.003797,0,0.000000,534,0.675949,693,0.877215,346212.562500,0.003240
292,28,784,1034,26754,21768,4986,3913,47,26,21,16,27488,41,392.217712,667.723755,7.383213,0.593568,5.469226,1.128093,4,0.005102,0,0.000000,531,0.677296,697,0.889031,346246.187500,0.001876
292,58,795,1034,26801,21793,5008,3931,47,25,22,18,27546,58,387.255035,664.614197,7.384912,0.593867,5.489195,1.142616,3,0.003774,0,0.000000,534,0.671698,712,0.895597,346469.218750,0.000002
293,28,817,1034,26834,21809,5025,3948,33,16,17,17,27601,55,387.427185,660.630493,7.388622,0.608218,5.499884,1.130685,4,0.004896,0,0.000000,552,0.675643,730,0.893513,346307.687500,0.004341
293,58,814,1034,26882,21839,5043,3961,48,30,18,13,27646,45,384.192963,660.629211,7.397047,0.619981,5.488525,1.120678,4,0.004914,0,0.000000,553,0.679361,725,0.890663,346297.625000,0.005227
294,28,799,1034,26930,21871,5059,3976,48,32,16,15,27679,33,389.063477,665.303101,7.403081,0.620465,5.507350,1.121596,4,0.005006,0,0.000000,543,0.679600,712,0.891114,346228.781250,0.010571
294,58,788,1034,26983,21904,5079,3993,53,33,20,17,27721,42,387.585571,669.132385,7.416080,0.626356,5.527458,1.111706,4,0.005076,0,0.000000,540,0.685279,709,0.899746,346183.718750,0.043048
295,28,787,1034,27021,21928,5093,4006,38,24,14,13,27758,37,393.029053,671.372620,7.411893,0.623916,5.545265,1.106936,4,0.005083,0,0.000000,541,0.687421,711,0.903431,346205.125000,0.000020
295,58,790,1034,27057,21951,5106,4018,36,23,13,12,27797,39,396.494690,672.832764,7.415221,0.623823,5.550264,1.103789,4,0.005063,0,0.000000,539,0.682278,721,0.912658,346303.656250,0.011858
296,28,805,1034,27095,21979,5116,4026,38,28,10,8,27850,53,392.173340,669.885193,7.415957,0.640179,5.550347,1.094240,4,0.004969,0,0.000000,554,0.688199,737,0.915528,346304.500000,0.007661
296,58,794,1034,27147,22012,5135,4043,52,33,19,17,27891,41,389.599304,672.368042,7.416733,0.651482,5.547924,1.099108,4,0.005038,0,0.000000,541,0.681360,729,0.918136,346183.875000,0.002181
297,28,810,1034,27186,22036,5150,4058,39,24,15,15,27946,55,384.485565,668.558411,7.420207,0.658939,5.564946,1.109939,4,0.004938,0,0.000000,550,0.679012,740,0.913580,346254.781250,0.024073
297,58,815,1034,27226,22056,5170,4076,40,20,20,18,27991,45,392.483978,668.970337,7.428604,0.668526,5.572673,1.106302,4,0.004908,0,0.000000,552,0.677301,745,0.914110,346328.468750,0.000017
298,28,826,1034,27265,22081,5184,4089,39,25,14,13,28041,50,391.748413,667.830750,7.412837,0.689660,5.587844,1.089081,4,0.004843,0,0.000000,566,0.685230,752,0.910412,346547.343750,0.020291
298,58,819,1034,27311,22109,5202,4104,46,28,18,15,28080,39,395.506409,671.453186,7.407602,0.699664,5.614853,1.082268,4,0.004884,0,0.000000,562,0.686203,748,0.913309,346306.437500,0.001535
299,28,817,1034,27355,22143,5212,4111,44,34,10,7,28122,42,397.163635,675.099670,7.396743,0.705132,5.619778,1.084394,5,0.006120,0,0.000000,567,0.694002,747,0.914321,346346.593750,0.006200
299,59,822,1034,27394,22167,5227,4124,39,24,15,13,28166,44,398.453949,675.437988,7.392784,0.710193,5.625426,1.081574,5,0.006083,0,0.000000,569,0.692214,750,0.912409,346422.343750,0.000000
300,29,817,1034,27449,22200,5249,4144,55,33,22,20,28216,50,392.994873,678.202637,7.390136,0.725826,5.623426,1.071373,5,0.006120,0,0.000000,560,0.685435,752,0.920441,346349.218750,0.021999
300,59,824,1034,27489,22228,5261,4155,40,28,12,11,28263,47,394.942505,678.024353,7.382432,0.731337,5.629100,1.070310,5,0.006068,0,0.000000,574,0.696602,756,0.917476,346445.843750,0.000010
301,29,837,1034,27522,22248,5274,4165,33,20,13,10,28309,46,397.825348,675.828918,7.382318,0.733409,5.621713,1.081855,4,0.004779,0,0.000000,575,0.686977,765,0.913979,346472.625000,0.005411
302,0,834,1034,27570,22284,5286,4174,48,36,12,9,28354,45,394.601746,676.694519,7.390579,0.735982,5.619806,1.083402,4,0.004796,0,0.000000,572,0.685851,766,0.918465,346593.062500,0.001326
302,30,829,1034,27618,22320,5298,4184,48,36,12,10,28397,43,391.926300,678.158325,7.392054,0.732150,5.618603,1.080375,4,0.004825,0,0.000000,567,0.683957,757,0.913148,346568.875000,0.003866
303,1,827,1034,27657,22352,5305,4189,39,32,7,5,28434,37,391.197021,678.456482,7.387055,0.726802,5.635633,1.098473,4,0.004837,0,0.000000,563,0.680774,752,0.909311,346447.125000,0.000000
303,31,823,1034,27705,22380,5325,4206,48,28,20,17,28478,44,395.066376,682.589172,7.392335,0.722280,5.636364,1.102043,4,0.004860,0,0.000000,568,0.690158,747,0.907655,346348.906250,0.006388
304,1,819,1034,27751,22409,5342,4218,46,29,17,12,28520,42,397.202454,683.875488,7.391109,0.712467,5.632652,1.105999,4,0.004884,0,0.000000,560,0.683761,741,0.904762,346476.968750,0.000420
304,31,829,1034,27793,22441,5352,4227,42,32,10,9,28572,52,393.576904,684.009399,7.391326,0.711760,5.646451,1.111422,3,0.003619,0,0.000000,566,0.682750,752,0.907117,346550.875000,0.062743
305,2,830,1034,27833,22470,5363,4237,40,29,11,10,28613,41,392.945221,683.985474,7.389203,0.701077,5.654005,1.105913,4,0.004819,0,0.000000,567,0.683133,752,0.906024,346452.937500,0.000004
305,32,835,1034,27872,22498,5374,4247,39,28,11,10,28657,44,393.563965,683.137024,7.384655,0.704311,5.635881,1.100276,4,0.004790,0,0.000000,572,0.685030,758,0.907784,346422.812500,0.001708
306,2,833,1034,27909,22523,5386,4259,37,25,12,12,28692,35,399.717651,686.297241,7.379735,0.705976,5.654840,1.088832,5,0.006002,0,0.000000,576,0.691477,756,0.907563,346507.843750,0.000075
306,33,823,1034,27970,22572,5398,4268,61,49,12,9,28743,51,390.135162,690.288208,7.368978,0.725296,5.654878,1.086969,5,0.006075,0,0.000000,570,0.692588,747,0.907655,0.000000,0.021757
307,3,799,1034,28032,22593,5439,4305,62,21,41,37,28781,38,402.917755,701.450623,7.373253,0.710313,5.637732,1.083402,5,0.006258,0,0.000000,544,0.680851,730,0.913642,0.000000,0.017186
307,32,754,1034,28127,22618,5509,4369,95,25,70,64,28831,50,418.563782,723.164734,7.410294,0.683593,5.629869,1.094957,5,0.006631,0,0.000000,499,0.661804,687,0.911141,0.000000,0.003549
308,2,689,1034,28236,22640,5596,4438,109,22,87,69,28875,44,430.894684,754.380371,7.416669,0.673558,5.619617,1.122307,4,0.005806,0,0.000000,435,0.631350,631,0.915820,0.000000,0.001052
308,32,593,1034,28376,22653,5723,4551,140,13,127,113,28919,44,452.589020,808.305725,7.448538,0.666491,5.590849,1.114905,2,0.003373,0,0.000000,345,0.581788,543,0.915683,0.000000,0.033857
309,2,474,1034,28526,22666,5860,4675,150,13,137,124,28950,31,480.485657,894.978638,7.467000,0.707230,5.546340,1.120994,2,0.004219,0,0.000000,241,0.508439,431,0.909283,0.000000,0.034044
309,32,343,1034,28684,22674,6010,4804,158,8,150,129,28977,27,518.846741,1039.901245,7.487150,0.782581,5.562390,1.121852,1,0.002915,0,0.000000,145,0.422741,315,0.918367,0.000000,0.004530
310,3,213,1034,28850,22683,6167,4932,166,9,157,128,29013,36,565.290466,1309.905273,7.510785,0.673707,5.626061,1.145404,2,0.009390,0,0.000000,64,0.300469,198,0.929577,0.000000,0.537067
310,29,56,1034,29024,22691,6333,5058,174,8,166,126,29030,17,1081.224243,2451.637939,7.451180,0.723170,5.736132,1.068002,1,0.017857,0,0.000000,9,0.160714,50,0.892857,0.000000,2.917923
310,29,6,1034,29076,22691,6385,5086,52,0,52,28,29032,2,5720.085938,5576.610840,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,1.790138
310,30,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,5750.087402,5576.610840,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.693617
310,30,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,5780.087891,5576.610840,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.217690
310,31,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,5810.089355,5576.610840,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.093716
310,31,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,5840.089844,5576.610840,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.026472
310,31,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,5870.090332,5576.610840,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.014069
310,32,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,5900.091797,5576.610840,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.004906
310,32,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,5930.093262,5576.610840,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.001540
310,32,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,5960.093750,5576.610840,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000663
310,33,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,5990.094238,5576.610840,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000169
310,33,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,6020.095703,5576.610840,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000111
310,33,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,6050.097656,5576.610840,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000035
310,34,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,6080.097656,5576.610840,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000017
310,34,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,6110.099121,5576.610352,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000009
310,34,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,6140.099609,5576.610840,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000004
310,35,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,6170.101563,5576.610840,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000002
310,35,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,6200.102051,5576.610352,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000001
310,36,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,6230.103027,5576.610352,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000000
310,36,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,6260.103516,5576.610840,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000000
310,36,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,6290.105469,5576.610840,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000000
310,37,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,6320.105957,5576.610352,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000000
310,37,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,6350.106934,5576.610352,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000000
310,37,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,6380.107910,5576.610352,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000000
310,38,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,6410.108887,5576.610352,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000000
310,38,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,6440.109863,5576.610352,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000000
310,39,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,6470.110840,5576.610352,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000000
310,39,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,6500.111816,5576.610352,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000000
310,39,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,6530.113281,5576.610840,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000000
310,40,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,6560.113770,5576.610352,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000000
310,40,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,6590.114746,5576.610352,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000000
310,40,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,6620.115723,5576.610352,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000000
310,41,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,6650.117188,5576.610840,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000000
310,41,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,6680.117676,5576.610352,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000000
310,42,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,6710.118652,5576.610840,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000000
310,42,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,6740.120605,5576.610840,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000000
310,42,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,6770.121094,5576.610840,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000000
310,43,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,6800.121582,5576.610840,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000000
310,43,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,6830.123047,5576.610840,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000000
310,43,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,6860.124512,5576.610840,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000000
310,44,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,6890.125488,5576.610840,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000000
310,44,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,6920.125488,5576.610840,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000000
310,44,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,6950.126953,5576.610840,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000000
310,45,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,6980.128418,5576.610840,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000000
310,45,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,7010.129395,5576.610840,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000000
310,45,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,7040.129395,5576.610840,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000000
310,46,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,7070.130859,5576.610840,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000000
310,46,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,7100.132324,5576.610840,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000000
310,47,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,7130.133301,5576.610840,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000000
310,47,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,7160.133301,5576.610840,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000000
310,47,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,7190.134766,5576.610840,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000000
310,48,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,7220.136230,5576.610840,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000000
310,48,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,7250.137207,5576.610840,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000000
310,48,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,7280.138184,5576.610840,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000000
310,49,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,7310.138672,5576.610840,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000000
310,49,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,7340.140137,5576.610840,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000000
310,49,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,7370.141113,5576.610840,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000000
310,50,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,7400.142090,5576.610352,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000000
310,50,6,1034,29076,22691,6385,5086,0,0,0,0,29032,0,7430.142578,5576.610840,7.068617,0.933584,5.576241,0.977150,0,0.000000,0,0.000000,4,0.666667,6,1.000000,0.000000,0.000000
