Minutes, Seconds, Cell Alive, Maximum Cell Count, Cells Died, Cells Died by Swelling, Cells Died by Lack of ATP, Cells Died by Lack of ATP that were Splitting, Cells Died in the last 30 Seconds, Cells Died in the last 30 Seconds (Swelling), Cells Died in the last 30 Seconds (ATP), Cells Died in the last 30 Seconds (ATP & Splitting), Cells Created, Cells Created in the last 30 Seconds, Average Cell Lifetime(in seconds), Cell Lifetime Standard Deviation, Average Cell Size, Cell Size Standard Deviation, Average Cell Length, Cell Length Standard Deviation, Flagellum Absolute, Flagellum Percent, Membrane Absolute, Membrane Percent, Energy Manager Absolute, Energy Manager percent, Splitting Manager Absolute, Splitting Manager Percent, Total Food, Total Poison
356,41,868,957,26070,22314,3756,2236,32,28,4,2,26888,28,467.595215,734.629395,8.562228,0.840797,5.518652,0.936661,10,0.011521,0,0.000000,734,0.845622,831,0.957373,346493.656250,0.000000
357,11,866,957,26115,22352,3763,2238,45,38,7,2,26931,43,460.241943,735.964905,8.567788,0.847696,5.499948,0.935541,10,0.011547,0,0.000000,732,0.845266,829,0.957275,346508.062500,0.000914
357,40,868,957,26148,22383,3765,2238,33,31,2,0,26966,35,460.855957,737.289185,8.579614,0.833288,5.501555,0.941843,10,0.011521,0,0.000000,738,0.850230,829,0.955069,346462.843750,0.000000
358,9,862,957,26183,22412,3771,2242,35,29,6,4,26995,29,465.803741,739.362061,8.583105,0.823640,5.482768,0.937186,10,0.011601,0,0.000000,732,0.849188,822,0.953596,346498.937500,0.000035
358,39,866,957,26215,22439,3776,2243,32,27,5,1,27031,36,462.908112,736.996643,8.575635,0.836551,5.467825,0.945472,10,0.011547,0,0.000000,736,0.849885,828,0.956120,346547.125000,0.000189
359,9,858,957,26247,22465,3782,2247,32,26,6,4,27055,24,471.345367,740.525146,8.569845,0.841786,5.470668,0.944429,10,0.011655,0,0.000000,733,0.854312,820,0.955711,346493.843750,0.000000
359,38,859,957,26287,22500,3787,2249,40,35,5,2,27096,41,464.397461,739.190186,8.565898,0.849972,5.459192,0.933747,11,0.012806,0,0.000000,732,0.852154,823,0.958091,346501.468750,0.000167
360,8,866,957,26319,22525,3794,2253,32,25,7,4,27135,39,466.266174,738.729980,8.554475,0.866643,5.462667,0.931148,11,0.012702,0,0.000000,742,0.856813,832,0.960739,346539.218750,0.000002
360,37,856,957,26361,22563,3798,2253,42,38,4,0,27167,32,464.459198,743.130432,8.549523,0.872461,5.473851,0.926983,11,0.012850,0,0.000000,732,0.855140,823,0.961449,346497.437500,0.000010
361,7,869,957,26390,22589,3801,2253,29,26,3,0,27209,42,461.990875,740.783142,8.547982,0.872346,5.470129,0.918983,11,0.012658,0,0.000000,747,0.859609,835,0.960875,346461.093750,0.000007
361,36,875,957,26421,22619,3802,2253,31,30,1,0,27246,37,460.305115,739.292847,8.525291,0.889631,5.456327,0.928782,11,0.012571,0,0.000000,755,0.862857,842,0.962286,346387.562500,0.000000
362,6,878,957,26454,22651,3803,2254,33,32,1,1,27282,36,461.311584,740.779114,8.503730,0.910717,5.461129,0.931239,11,0.012528,0,0.000000,760,0.865604,845,0.962415,346515.625000,0.000022
362,36,878,957,26485,22676,3809,2254,31,25,6,0,27313,31,467.632355,741.958069,8.512365,0.910671,5.465127,0.947690,11,0.012528,0,0.000000,756,0.861048,847,0.964692,346477.562500,0.016209
363,5,880,957,26516,22702,3814,2257,31,26,5,3,27346,33,467.956329,739.376892,8.516045,0.904527,5.456757,0.953109,11,0.012500,0,0.000000,761,0.864773,848,0.963636,346413.281250,0.000042
363,35,886,957,26550,22729,3821,2261,34,27,7,4,27386,40,471.715424,740.352112,8.523953,0.892067,5.456005,0.957734,12,0.013544,0,0.000000,765,0.863431,856,0.966140,346466.000000,0.000011
364,5,887,957,26592,22765,3827,2264,42,36,6,3,27429,43,465.701782,740.720093,8.520661,0.907574,5.458787,0.963401,13,0.014656,0,0.000000,766,0.863585,857,0.966178,346541.843750,0.000152
364,35,893,957,26632,22794,3838,2273,40,29,11,9,27475,46,466.211456,741.418457,8.528800,0.902091,5.456153,0.969440,12,0.013438,0,0.000000,773,0.865622,860,0.963046,346564.562500,0.001933
365,5,883,957,26671,22819,3852,2283,39,25,14,10,27504,29,479.899872,746.901367,8.531373,0.907022,5.467042,0.975333,13,0.014723,0,0.000000,765,0.866365,851,0.963760,346575.125000,0.001971
365,35,882,957,26719,22852,3867,2295,48,33,15,12,27551,47,477.314087,749.586914,8.530962,0.909280,5.476349,0.983931,12,0.013605,0,0.000000,761,0.862812,851,0.964853,346498.062500,0.000208
366,4,866,957,26771,22891,3880,2307,52,39,13,12,27587,36,476.143463,756.159851,8.526259,0.910036,5.474399,0.966158,13,0.015012,0,0.000000,752,0.868360,837,0.966513,346509.187500,0.003355
366,34,864,957,26804,22914,3890,2313,33,23,10,6,27618,31,483.779419,758.339233,8.524677,0.916309,5.486302,0.984714,13,0.015046,0,0.000000,757,0.876157,837,0.968750,346528.187500,0.001222
367,3,873,957,26834,22935,3899,2319,30,21,9,6,27657,39,487.819885,758.522156,8.518141,0.921502,5.475379,0.983217,13,0.014891,0,0.000000,767,0.878580,847,0.970218,346595.062500,0.019408
367,33,867,957,26887,22980,3907,2323,53,45,8,4,27704,47,476.876709,763.146606,8.502602,0.949823,5.459897,0.981115,14,0.016148,0,0.000000,759,0.875433,838,0.966551,346487.187500,0.000058
368,2,854,957,26933,23014,3919,2330,46,34,12,7,27737,33,480.246765,769.634155,8.498370,0.948608,5.467615,0.985418,19,0.022248,0,0.000000,749,0.877049,827,0.968384,346554.281250,0.000546
368,32,850,957,26974,23047,3927,2333,41,33,8,3,27774,37,478.402344,773.283508,8.508559,0.950383,5.479201,0.986378,18,0.021176,0,0.000000,751,0.883529,824,0.969412,346500.250000,0.000048
369,2,863,957,27006,23072,3934,2339,32,25,7,6,27819,45,476.466553,772.043945,8.496487,0.957429,5.482829,0.984122,18,0.020857,0,0.000000,762,0.882966,837,0.969873,346554.031250,0.002480
369,31,859,957,27047,23105,3942,2344,41,33,8,5,27856,37,476.655701,775.489502,8.511736,0.953743,5.467921,0.983711,20,0.023283,0,0.000000,764,0.889406,834,0.970896,346514.062500,0.032778
370,1,876,957,27074,23128,3946,2348,27,23,4,4,27900,44,474.912079,771.547241,8.517956,0.951983,5.462574,0.984341,19,0.021689,0,0.000000,781,0.891553,850,0.970320,346444.718750,0.003170
370,30,879,957,27105,23153,3952,2354,31,25,6,6,27934,34,477.578613,771.520020,8.516843,0.950851,5.463478,0.982639,18,0.020478,0,0.000000,779,0.886234,853,0.970421,346435.593750,0.000005
371,0,882,957,27137,23184,3953,2355,32,31,1,1,27969,35,478.499481,772.182373,8.517943,0.950693,5.462113,0.985229,18,0.020408,0,0.000000,779,0.883220,856,0.970522,346422.062500,0.001526
371,29,882,957,27178,23219,3959,2358,41,35,6,3,28010,41,476.527527,775.072937,8.526600,0.939598,5.470615,0.984135,17,0.019274,0,0.000000,781,0.885488,854,0.968254,346470.875000,0.000210
371,59,888,957,27211,23248,3963,2361,33,29,4,3,28049,39,474.709747,774.320862,8.532283,0.935061,5.461687,0.974481,18,0.020270,0,0.000000,789,0.888514,862,0.970721,346534.468750,0.000000
372,29,887,957,27241,23278,3963,2361,30,30,0,0,28078,29,476.537018,775.068176,8.549091,0.915831,5.462356,0.965868,20,0.022548,0,0.000000,785,0.885006,860,0.969560,346433.312500,0.014841
372,59,891,957,27270,23307,3963,2361,29,29,0,0,28111,33,475.638824,774.627197,8.546680,0.926759,5.462788,0.977724,19,0.021324,0,0.000000,785,0.881033,864,0.969697,346441.062500,0.000021
373,29,913,957,27296,23331,3965,2362,26,24,2,1,28159,48,471.215546,768.987000,8.542537,0.922489,5.470278,0.970678,18,0.019715,0,0.000000,802,0.878423,885,0.969332,346446.625000,0.031117
373,59,923,957,27328,23359,3969,2365,32,28,4,3,28201,42,469.977234,767.471680,8.538359,0.916981,5.478986,0.969160,19,0.020585,0,0.000000,807,0.874323,896,0.970748,346399.500000,0.000000
374,29,921,957,27369,23396,3973,2366,41,37,4,1,28240,39,465.026886,767.645935,8.542047,0.910766,5.483027,0.970985,17,0.018458,0,0.000000,802,0.870793,895,0.971770,346391.343750,0.007119
374,59,923,957,27397,23422,3975,2367,28,26,2,1,28270,30,469.556183,767.449402,8.534109,0.917312,5.480771,0.980425,17,0.018418,0,0.000000,804,0.871073,897,0.971831,346502.437500,0.000908
375,29,914,957,27442,23455,3987,2373,45,33,12,6,28306,36,471.509155,769.484497,8.541196,0.912900,5.469531,0.977090,18,0.019694,0,0.000000,794,0.868709,884,0.967177,346410.625000,0.008033
375,59,914,957,27476,23486,3990,2374,34,31,3,1,28340,34,469.209198,767.924866,8.543849,0.906042,5.469706,0.979964,18,0.019694,0,0.000000,789,0.863239,883,0.966083,346427.125000,0.000011
376,28,908,957,27519,23525,3994,2377,43,39,4,3,28377,37,465.761139,770.540894,8.553309,0.885532,5.467684,0.993316,22,0.024229,0,0.000000,781,0.860132,876,0.964758,346435.562500,0.005243
376,58,898,957,27562,23559,4003,2381,43,34,9,4,28410,33,468.093414,774.412720,8.558953,0.876319,5.463831,0.994333,21,0.023385,0,0.000000,770,0.857461,866,0.964365,346492.125000,0.000505
377,27,890,957,27597,23590,4007,2383,35,31,4,2,28437,27,474.566956,777.484314,8.583781,0.844988,5.465492,0.990071,20,0.022472,0,0.000000,763,0.857303,857,0.962921,346459.031250,0.000005
377,57,897,957,27629,23617,4012,2384,32,27,5,1,28476,39,472.154266,775.384521,8.585208,0.839939,5.453143,0.990608,19,0.021182,0,0.000000,765,0.852843,863,0.962096,346656.718750,0.000025
378,26,900,957,27666,23649,4017,2386,37,32,5,2,28516,40,471.813660,776.250305,8.591824,0.827535,5.442441,0.998572,20,0.022222,0,0.000000,768,0.853333,864,0.960000,346472.093750,0.001197
378,56,920,957,27698,23679,4019,2387,32,30,2,1,28568,52,464.410736,771.641541,8.608612,0.807425,5.437072,1.001065,21,0.022826,0,0.000000,783,0.851087,882,0.958696,346447.031250,0.000068
379,26,933,957,27727,23704,4023,2390,29,25,4,3,28610,42,465.310669,768.710632,8.608074,0.794423,5.435401,1.009659,21,0.022508,0,0.000000,790,0.846731,894,0.958199,346382.625000,0.000209
379,56,939,957,27772,23738,4034,2396,45,34,11,6,28661,51,460.810822,768.171631,8.605639,0.783360,5.429699,1.014184,21,0.022364,0,0.000000,799,0.850905,899,0.957402,346450.781250,0.002345
380,26,951,957,27806,23759,4047,2403,34,21,13,7,28707,46,464.365875,765.784302,8.582176,0.808986,5.434371,1.018384,21,0.022082,0,0.000000,810,0.851735,909,0.955836,346430.937500,0.000038
380,56,937,957,27854,23793,4061,2410,48,34,14,7,28741,34,468.488983,769.993103,8.584347,0.810235,5.440605,1.016261,20,0.021345,0,0.000000,803,0.856990,896,0.956243,346480.156250,0.000129
381,26,932,957,27896,23820,4076,2424,42,27,15,14,28778,37,477.069519,773.850342,8.589774,0.804659,5.446310,1.018003,22,0.023605,0,0.000000,795,0.853004,890,0.954936,346411.187500,0.000473
381,56,921,957,27939,23846,4093,2434,43,26,17,10,28810,32,486.441376,778.916626,8.594486,0.814444,5.443669,1.013098,22,0.023887,0,0.000000,785,0.852334,880,0.955483,346430.187500,0.002184
382,26,910,957,27983,23876,4107,2445,44,30,14,11,28843,33,492.737549,784.009705,8.584525,0.826975,5.459029,1.012578,23,0.025275,0,0.000000,777,0.853846,870,0.956044,346488.468750,0.004866
382,55,899,957,28033,23911,4122,2456,50,35,15,11,28882,39,494.185455,791.246094,8.578947,0.835382,5.462753,1.012773,23,0.025584,0,0.000000,763,0.848721,860,0.956618,346502.750000,0.000000
383,25,891,957,28072,23940,4132,2461,39,29,10,5,28913,31,496.846313,795.420349,8.573723,0.845528,5.455656,1.005698,21,0.023569,0,0.000000,756,0.848485,852,0.956229,346533.250000,0.005320
383,54,893,957,28115,23970,4145,2467,43,30,13,6,28958,45,497.054626,798.808655,8.567334,0.838677,5.451981,1.004553,22,0.024636,0,0.000000,755,0.845465,855,0.957447,346456.375000,0.005403
384,23,896,957,28152,23995,4157,2476,37,25,12,9,28998,40,498.153503,799.963074,8.568577,0.844292,5.457144,1.003370,22,0.024554,0,0.000000,753,0.840402,861,0.960938,346464.937500,0.000211
384,53,904,957,28184,24024,4160,2477,32,29,3,1,29038,40,497.796570,800.413269,8.567233,0.850673,5.455219,1.009562,22,0.024336,0,0.000000,764,0.845133,871,0.963496,346469.375000,0.000003
385,22,899,957,28222,24056,4166,2479,38,32,6,2,29071,33,499.181488,803.860535,8.559999,0.852827,5.460118,1.016837,21,0.023359,0,0.000000,760,0.845384,863,0.959956,346438.406250,0.002602
385,52,898,957,28262,24091,4171,2482,40,35,5,3,29110,39,495.940796,807.157288,8.576103,0.842685,5.449171,1.006320,23,0.025612,0,0.000000,758,0.844098,863,0.961025,346467.406250,0.009172
386,21,885,957,28306,24123,4183,2488,44,32,12,6,29141,31,497.405670,812.914185,8.573458,0.855303,5.436626,1.004976,24,0.027119,0,0.000000,745,0.841808,849,0.959322,346499.968750,0.000002
386,51,886,957,28346,24157,4189,2491,40,34,6,3,29182,41,492.761108,814.768127,8.573641,0.858746,5.445229,1.003456,23,0.025959,0,0.000000,743,0.838600,849,0.958239,346442.000000,0.002682
387,20,890,957,28383,24189,4194,2494,37,32,5,3,29223,41,490.556366,816.058838,8.573811,0.859603,5.434857,1.019783,23,0.025843,0,0.000000,746,0.838202,852,0.957303,346459.375000,0.000000
387,50,900,957,28415,24213,4202,2498,32,24,8,4,29265,42,491.152771,815.109863,8.574533,0.851377,5.438152,1.022334,22,0.024444,0,0.000000,753,0.836667,864,0.960000,346404.312500,0.003085
388,19,894,957,28453,24246,4207,2501,38,33,5,3,29297,32,491.511078,818.384460,8.578573,0.842817,5.424343,1.025123,22,0.024609,0,0.000000,754,0.843400,859,0.960850,346493.468750,0.035071
388,48,899,957,28485,24274,4211,2503,32,28,4,2,29334,37,491.796021,818.714172,8.587181,0.831131,5.433639,1.025189,22,0.024472,0,0.000000,757,0.842047,865,0.962180,346477.875000,0.001742
389,18,893,957,28520,24305,4215,2505,35,31,4,2,29363,29,496.658783,822.869385,8.599449,0.811466,5.428393,1.027341,24,0.026876,0,0.000000,751,0.840985,859,0.961926,346539.531250,0.003963
389,47,898,957,28554,24334,4220,2507,34,29,5,2,29402,39,495.848114,823.054199,8.603496,0.803549,5.428169,1.028196,25,0.027840,0,0.000000,760,0.846325,865,0.963252,346439.250000,0.000275
390,17,896,957,28586,24364,4222,2508,32,30,2,1,29432,30,497.710480,824.946106,8.604461,0.805225,5.440463,1.026471,26,0.029018,0,0.000000,760,0.848214,862,0.962054,346464.562500,0.002611
390,46,891,957,28616,24391,4225,2508,30,27,3,0,29457,25,504.483521,827.825623,8.612173,0.790875,5.441113,1.030666,25,0.028058,0,0.000000,753,0.845118,857,0.961841,346476.312500,0.000364
391,15,898,957,28648,24420,4228,2509,32,29,3,1,29496,39,502.811584,827.662720,8.610178,0.783425,5.437111,1.036069,26,0.028953,0,0.000000,759,0.845212,864,0.962138,346433.718750,0.000051
391,45,896,957,28692,24461,4231,2509,44,41,3,0,29538,42,494.630096,830.655518,8.620944,0.767714,5.448625,1.039530,23,0.025670,0,0.000000,757,0.844866,863,0.963170,346436.281250,0.000873
392,14,886,957,28721,24486,4235,2510,29,25,4,1,29557,19,505.839752,834.872375,8.631293,0.764220,5.463893,1.041453,23,0.025959,0,0.000000,746,0.841986,853,0.962754,346452.187500,0.004574
392,44,893,957,28763,24519,4244,2515,42,33,9,5,29606,49,497.093903,834.209534,8.630759,0.762634,5.450221,1.036393,23,0.025756,0,0.000000,758,0.848824,857,0.959686,346466.062500,0.005100
393,13,900,957,28791,24545,4246,2515,28,26,2,0,29641,35,494.875092,831.282837,8.629972,0.767458,5.452569,1.042827,24,0.026667,0,0.000000,764,0.848889,865,0.961111,346474.187500,0.015720
393,43,908,957,28816,24567,4249,2516,25,22,3,1,29674,33,498.688477,829.666809,8.627832,0.772402,5.458011,1.048820,24,0.026432,0,0.000000,767,0.844714,872,0.960352,346456.187500,0.000040
394,12,909,957,28851,24601,4250,2516,35,34,1,0,29710,36,495.484528,829.968384,8.638580,0.756310,5.448090,1.049714,24,0.026403,0,0.000000,771,0.848185,873,0.960396,346401.093750,0.002953
394,42,914,957,28886,24630,4256,2521,35,29,6,5,29750,40,496.781464,830.982239,8.640815,0.764426,5.438104,1.045130,23,0.025164,0,0.000000,776,0.849015,876,0.958425,346417.937500,0.012335
395,11,919,957,28918,24659,4259,2523,32,29,3,2,29787,37,495.150330,830.063232,8.645801,0.761934,5.425706,1.043760,24,0.026115,0,0.000000,776,0.844396,880,0.957563,346405.281250,0.000003
395,41,914,957,28948,24684,4264,2524,30,25,5,1,29812,25,502.461029,832.261780,8.654870,0.749358,5.414126,1.039372,24,0.026258,0,0.000000,767,0.839168,877,0.959519,346396.843750,0.000589
396,11,921,957,28984,24709,4275,2532,36,25,11,8,29855,43,501.933899,830.690063,8.655915,0.751797,5.413636,1.036503,23,0.024973,0,0.000000,769,0.834962,884,0.959826,346604.187500,0.000002
396,40,905,957,29031,24745,4286,2540,47,36,11,8,29886,31,509.383575,839.235352,8.659501,0.746246,5.398082,1.050382,23,0.025414,0,0.000000,760,0.839779,868,0.959116,3258152648704.000000,0.044658
397,10,875,957,29093,24781,4312,2560,62,36,26,20,29918,32,516.455994,852.349060,8.667072,0.713871,5.418539,1.039005,21,0.024000,0,0.000000,735,0.840000,839,0.958857,346427.437500,0.006116
397,40,859,957,29146,24813,4333,2578,53,32,21,18,29955,37,522.030151,860.540955,8.663304,0.732115,5.425655,1.045131,22,0.025611,0,0.000000,726,0.845169,824,0.959255,346414.093750,0.009325
398,10,835,957,29210,24848,4362,2600,64,35,29,22,29995,40,522.314453,872.234375,8.659318,0.730516,5.427122,1.036757,21,0.025150,0,0.000000,701,0.839521,800,0.958084,346512.375000,0.000025
398,41,813,957,29265,24878,4387,2622,55,30,25,22,30028,33,528.594849,882.901917,8.654454,0.723197,5.425369,1.030855,20,0.024600,0,0.000000,682,0.838868,776,0.954490,346517.812500,0.000080
399,11,792,957,29313,24903,4410,2636,48,25,23,14,30055,27,536.235413,889.889893,8.650595,0.729518,5.409651,1.028181,20,0.025253,0,0.000000,665,0.839646,755,0.953283,346216.062500,0.007261
399,41,790,957,29359,24931,4428,2648,46,28,18,12,30099,44,534.193359,895.302795,8.646479,0.738419,5.383955,1.019981,21,0.026582,0,0.000000,666,0.843038,757,0.958228,346105.875000,0.008195
400,11,796,957,29395,24955,4440,2653,36,24,12,5,30141,42,530.390137,895.739136,8.616490,0.774410,5.391419,1.029342,21,0.026382,0,0.000000,672,0.844221,762,0.957286,346187.406250,0.001433
400,41,804,957,29428,24980,4448,2658,33,25,8,5,30182,41,523.296387,894.981873,8.619714,0.772989,5.379189,1.032485,21,0.026119,0,0.000000,676,0.840796,770,0.957711,346203.281250,0.000070
401,11,803,957,29463,24997,4466,2669,35,17,18,11,30216,34,530.469482,898.320984,8.610222,0.780174,5.381546,1.044447,22,0.027397,0,0.000000,670,0.834371,769,0.957659,346194.187500,0.002413
401,41,810,957,29499,25025,4474,2674,36,28,8,5,30259,43,523.456848,899.863220,8.615047,0.769123,5.372243,1.037999,21,0.025926,0,0.000000,678,0.837037,774,0.955556,346205.781250,0.002955
402,11,809,957,29537,25044,4493,2683,38,19,19,9,30296,37,524.212891,904.367554,8.619454,0.768414,5.360508,1.018860,23,0.028430,0,0.000000,678,0.838072,772,0.954265,346166.875000,0.000473
402,41,811,957,29572,25066,4506,2690,35,22,13,7,30333,37,525.003784,907.035645,8.634349,0.746061,5.356173,1.017155,23,0.028360,0,0.000000,679,0.837238,774,0.954377,346260.281250,0.000120
403,12,816,957,29603,25083,4520,2698,31,17,14,8,30369,36,529.867676,907.696350,8.652590,0.722595,5.361290,1.012864,23,0.028186,0,0.000000,682,0.835784,778,0.953431,346261.906250,0.000012
403,42,824,957,29634,25105,4529,2704,31,22,9,6,30408,39,528.978638,908.122925,8.649471,0.733414,5.353621,1.013868,23,0.027913,0,0.000000,684,0.830097,787,0.955097,346406.968750,0.000060
404,12,829,957,29669,25130,4539,2711,35,25,10,7,30448,40,522.386658,906.106934,8.659397,0.739546,5.354443,1.005868,24,0.028951,0,0.000000,684,0.825090,792,0.955368,346399.468750,0.000090
404,43,842,957,29699,25153,4546,2715,30,23,7,4,30491,43,516.251282,902.316345,8.645476,0.769428,5.361101,0.999477,23,0.027316,0,0.000000,689,0.818290,805,0.956057,346466.937500,0.000749
405,13,825,957,29742,25179,4563,2727,43,26,17,12,30517,26,522.692627,910.886597,8.646418,0.771021,5.356031,1.007342,25,0.030303,0,0.000000,673,0.815758,787,0.953939,346378.281250,0.000667
405,43,830,957,29775,25200,4575,2735,33,21,12,8,30555,38,522.722046,910.945129,8.652857,0.766528,5.358788,1.006710,27,0.032530,0,0.000000,680,0.819277,791,0.953012,346438.156250,0.000003
406,14,835,957,29810,25229,4581,2738,35,29,6,3,30595,40,515.565857,910.329224,8.652314,0.759645,5.364317,0.993442,24,0.028743,0,0.000000,680,0.814371,795,0.952096,346525.031250,0.001134
406,44,827,957,29857,25255,4602,2753,47,26,21,15,30634,39,511.565155,915.364929,8.654784,0.762729,5.353211,0.992635,25,0.030230,0,0.000000,670,0.810157,790,0.955260,346405.281250,0.003431
407,15,801,957,29901,25289,4612,2758,44,34,10,5,30652,18,515.984009,926.962463,8.657009,0.767797,5.346479,0.983884,23,0.028714,0,0.000000,645,0.805243,765,0.955056,346110.562500,0.009269
407,45,799,957,29933,25308,4625,2765,32,19,13,7,30682,30,517.834778,928.965759,8.652098,0.784438,5.337094,0.982916,22,0.027534,0,0.000000,638,0.798498,762,0.953692,346255.843750,0.000642
408,15,807,957,29976,25337,4639,2775,43,29,14,10,30733,51,505.819427,927.478394,8.659262,0.782355,5.325647,0.970063,22,0.027261,0,0.000000,643,0.796778,770,0.954151,346153.781250,0.003260
408,45,827,957,30000,25355,4645,2778,24,18,6,3,30777,44,500.743378,919.846191,8.660007,0.783469,5.326036,0.957008,23,0.027811,0,0.000000,655,0.792019,788,0.952842,346468.656250,0.002736
409,15,826,957,30040,25381,4659,2785,40,26,14,7,30816,39,498.113953,920.539490,8.663358,0.777310,5.333350,0.954261,21,0.025424,0,0.000000,648,0.784504,787,0.952784,346396.500000,0.001333
409,46,839,957,30071,25398,4673,2797,31,17,14,12,30860,44,496.200378,917.249939,8.668783,0.779181,5.327011,0.966850,20,0.023838,0,0.000000,651,0.775924,795,0.947557,346462.562500,0.000057
410,16,845,957,30108,25421,4687,2807,37,23,14,10,30903,43,494.823883,916.770264,8.674432,0.762227,5.345586,0.954664,20,0.023669,0,0.000000,660,0.781065,800,0.946746,346464.781250,0.001993
410,47,855,957,30142,25440,4702,2818,34,19,15,11,30947,44,494.969086,914.571838,8.658864,0.780525,5.347237,0.955984,18,0.021053,0,0.000000,670,0.783626,812,0.949708,346435.562500,0.001715
411,18,858,957,30179,25463,4716,2828,37,23,14,10,30987,40,496.670776,914.622559,8.657631,0.784652,5.350921,0.949858,18,0.020979,0,0.000000,665,0.775058,814,0.948718,346431.125000,0.000003
411,48,865,957,30219,25487,4732,2839,40,24,16,11,31034,47,493.972443,914.164856,8.662285,0.780130,5.343037,0.947447,18,0.020809,0,0.000000,670,0.774566,817,0.944509,346805.781250,0.001396
412,19,860,957,30252,25506,4746,2848,33,19,14,9,31062,28,501.259003,916.339294,8.650131,0.790945,5.352239,0.955994,18,0.020930,0,0.000000,662,0.769767,811,0.943023,346449.562500,0.000000
412,49,858,957,30293,25527,4766,2861,41,21,20,13,31101,39,504.894073,918.564331,8.660394,0.779983,5.340288,0.950962,19,0.022145,0,0.000000,657,0.765734,809,0.942890,346462.781250,0.000045
413,19,870,957,30329,25547,4782,2875,36,20,16,14,31149,48,504.599396,915.818115,8.660653,0.773726,5.336908,0.957663,19,0.021839,0,0.000000,670,0.770115,820,0.942529,346478.937500,0.000015
413,49,859,957,30381,25577,4804,2886,52,30,22,11,31190,41,504.562164,919.782898,8.664160,0.767151,5.335434,0.951226,17,0.019790,0,0.000000,659,0.767171,812,0.945285,346494.875000,0.000003
414,20,837,957,30446,25609,4837,2911,65,32,33,25,31233,43,501.470642,928.589905,8.660035,0.779666,5.324363,0.962000,17,0.020311,0,0.000000,642,0.767025,792,0.946237,346578.656250,0.000674
414,51,828,957,30490,25632,4858,2927,44,23,21,16,31268,35,505.559479,932.338196,8.655963,0.790960,5.325287,0.975354,17,0.020531,0,0.000000,632,0.763285,779,0.940821,346526.812500,0.006221
415,21,810,957,30537,25655,4882,2943,47,23,24,16,31297,29,514.743408,940.783447,8.671407,0.773302,5.316491,0.968807,18,0.022222,0,0.000000,618,0.762963,764,0.943210,346304.406250,0.002847
415,51,807,957,30587,25677,4910,2964,50,22,28,21,31344,47,515.808472,945.834473,8.673256,0.760761,5.331477,0.972898,18,0.022305,0,0.000000,616,0.763321,763,0.945477,346281.375000,0.006095
416,21,800,957,30633,25703,4930,2979,46,26,20,15,31383,39,518.110352,952.361877,8.689755,0.755016,5.341059,0.958527,18,0.022500,0,0.000000,602,0.752500,754,0.942500,346176.781250,0.001165
416,51,796,957,30672,25727,4945,2987,39,24,15,8,31418,35,515.821350,955.415344,8.680555,0.761967,5.357370,0.960252,16,0.020101,0,0.000000,592,0.743719,753,0.945980,346337.468750,0.026963
417,21,782,957,30724,25753,4971,3002,52,26,26,15,31456,38,514.670349,965.246460,8.680201,0.763810,5.357956,0.961401,16,0.020460,0,0.000000,590,0.754476,738,0.943734,346146.281250,0.007591
417,51,774,957,30766,25780,4986,3009,42,27,15,7,31490,34,514.275085,971.372498,8.674861,0.770721,5.363924,0.971751,15,0.019380,0,0.000000,587,0.758398,730,0.943152,346259.593750,0.000801
418,20,768,957,30802,25796,5006,3026,36,16,20,17,31520,30,522.469055,977.700378,8.678697,0.765316,5.378263,0.964496,16,0.020833,0,0.000000,570,0.742188,723,0.941406,346182.562500,0.000903
418,50,770,957,30837,25825,5012,3032,35,29,6,6,31557,37,517.104309,978.916504,8.686265,0.734344,5.383118,0.955658,12,0.015584,0,0.000000,575,0.746753,728,0.945455,346184.562500,0.015956
419,19,774,957,30875,25851,5024,3041,38,26,12,9,31599,42,511.135040,978.945679,8.676420,0.751212,5.390448,0.956522,12,0.015504,0,0.000000,576,0.744186,733,0.947028,346206.343750,0.000022
419,48,768,957,30913,25876,5037,3048,38,25,13,7,31631,32,512.958862,984.597351,8.656998,0.784389,5.406106,0.967981,14,0.018229,0,0.000000,569,0.740885,726,0.945313,346171.250000,0.003516
420,18,773,957,30942,25898,5044,3050,29,22,7,2,31665,34,509.748901,982.229614,8.650796,0.796905,5.411462,0.971752,13,0.016818,0,0.000000,567,0.733506,734,0.949547,346165.156250,0.002025
420,47,774,957,30974,25920,5054,3060,32,22,10,10,31698,33,510.710083,984.393921,8.634678,0.811133,5.407529,0.967025,13,0.016796,0,0.000000,569,0.735142,734,0.948320,346153.062500,0.009858
421,17,779,957,31009,25944,5065,3067,35,24,11,7,31738,40,508.328583,985.262756,8.648747,0.806159,5.397537,0.955706,13,0.016688,0,0.000000,575,0.738126,735,0.943517,346171.218750,0.000271
421,46,771,957,31057,25970,5087,3083,48,26,22,16,31778,40,503.482544,991.302795,8.636813,0.835120,5.386450,0.950898,14,0.018158,0,0.000000,570,0.739300,726,0.941634,346220.562500,0.000000
422,15,769,957,31096,25996,5100,3093,39,26,13,10,31815,37,501.898132,994.677063,8.640527,0.834485,5.376321,0.941659,15,0.019506,0,0.000000,568,0.738622,726,0.944083,346200.406250,0.000278
