Minutes, Seconds, Cell Alive, Maximum Cell Count, Cells Died, Cells Died by Swelling, Cells Died by Lack of ATP, Cells Died by Lack of ATP that were Splitting, Cells Died in the last 30 Seconds, Cells Died in the last 30 Seconds (Swelling), Cells Died in the last 30 Seconds (ATP), Cells Died in the last 30 Seconds (ATP & Splitting), Cells Created, Cells Created in the last 30 Seconds, Average Cell Lifetime(in seconds), Cell Lifetime Standard Deviation, Average Cell Size, Cell Size Standard Deviation, Average Cell Length, Cell Length Standard Deviation, Flagellum Absolute, Flagellum Percent, Membrane Absolute, Membrane Percent, Energy Manager Absolute, Energy Manager percent, Splitting Manager Absolute, Splitting Manager Percent, Total Food, Total Poison
7,0,59,59,107,68,39,22,7,4,3,0,116,19,83.044609,85.760254,4.735828,1.928217,4.466283,0.937043,0,0.000000,0,0.000000,6,0.101695,52,0.881356,348216.718750,0.000000
7,30,73,73,113,74,39,22,6,6,0,0,136,20,78.620331,72.620064,4.603836,1.790939,4.450233,0.910737,0,0.000000,0,0.000000,5,0.068493,64,0.876712,347728.687500,0.000000
8,0,92,92,120,81,39,22,7,7,0,0,162,26,77.198143,68.196587,4.560322,1.731611,4.349850,0.903331,0,0.000000,0,0.000000,8,0.086957,83,0.902174,346707.437500,0.000000
8,30,101,104,139,94,45,26,19,13,6,4,190,28,76.542603,67.179733,4.394361,1.569660,4.313249,0.881870,0,0.000000,0,0.000000,4,0.039604,92,0.910891,284275.593750,0.135755
9,0,124,125,154,106,48,29,15,12,3,3,228,38,71.213043,57.137596,4.446749,1.621233,4.364703,0.902861,0,0.000000,0,0.000000,8,0.064516,112,0.903226,348433.406250,0.000434
9,30,122,128,179,126,53,31,25,20,5,2,251,23,81.332893,60.957119,4.485850,1.613557,4.387642,0.895729,0,0.000000,0,0.000000,7,0.057377,111,0.909836,348482.000000,0.000037
10,0,105,128,211,152,59,36,32,26,6,5,266,15,91.402924,62.831314,4.720751,1.656341,4.480497,0.986234,0,0.000000,0,0.000000,6,0.057143,94,0.895238,347580.062500,0.000000
10,30,90,128,241,178,63,40,30,26,4,4,281,15,98.714981,72.655075,4.802791,1.627776,4.531621,0.982217,0,0.000000,0,0.000000,4,0.044444,82,0.911111,348647.468750,0.000052
11,0,75,128,272,201,71,47,31,23,8,7,297,16,94.126495,69.855690,4.854807,1.642732,4.538298,0.985088,0,0.000000,0,0.000000,5,0.066667,66,0.880000,349059.656250,0.000023
11,30,76,128,285,212,73,48,13,11,2,1,311,14,98.197838,67.120697,4.774575,1.646896,4.528625,0.971733,0,0.000000,0,0.000000,5,0.065789,68,0.894737,349002.875000,0.000035
12,0,78,128,297,222,75,49,12,10,2,1,325,14,103.725685,74.448830,4.764759,1.664673,4.543779,0.941170,0,0.000000,0,0.000000,8,0.102564,69,0.884615,348979.875000,0.000001
12,30,81,128,310,230,80,52,13,8,5,3,341,16,105.349197,81.048737,4.565660,1.666868,4.438861,0.946315,0,0.000000,0,0.000000,8,0.098765,75,0.925926,348780.062500,0.000002
13,0,85,128,327,243,84,53,17,13,4,1,362,21,97.422935,83.423363,4.427066,1.580383,4.404568,0.972539,0,0.000000,0,0.000000,6,0.070588,77,0.905882,348882.500000,0.000000
13,30,88,128,347,261,86,54,20,18,2,1,385,23,90.084625,85.599121,4.450399,1.583675,4.484405,1.023123,0,0.000000,0,0.000000,5,0.056818,79,0.897727,348842.906250,0.000005
14,0,92,128,365,278,87,55,18,17,1,1,407,22,87.117416,85.053314,4.372867,1.585736,4.552207,1.064547,0,0.000000,0,0.000000,5,0.054348,86,0.934783,347791.281250,0.000000
14,30,82,128,392,302,90,56,27,24,3,1,424,17,77.341057,62.538860,4.245976,1.526375,4.581926,1.051968,0,0.000000,0,0.000000,3,0.036585,78,0.951219,348960.500000,0.000382
15,0,91,128,405,313,92,58,13,11,2,2,446,22,80.087143,66.596962,4.139449,1.482419,4.613629,1.060928,0,0.000000,0,0.000000,3,0.032967,87,0.956044,347770.718750,0.000545
15,30,85,128,426,331,95,60,21,18,3,2,461,15,86.158173,71.196396,4.150449,1.504014,4.663954,1.070092,0,0.000000,0,0.000000,3,0.035294,81,0.952941,348215.937500,0.000006
16,0,76,128,453,354,99,62,27,23,4,2,479,18,83.578148,72.900055,4.179384,1.578628,4.717945,1.049438,0,0.000000,0,0.000000,3,0.039474,74,0.973684,347617.843750,0.000762
16,30,73,128,474,371,103,65,21,17,4,3,497,18,83.078156,71.183632,4.225481,1.641114,4.856820,1.085939,1,0.013699,0,0.000000,4,0.054795,73,1.000000,347347.093750,0.007106
17,0,88,128,490,386,104,65,16,15,1,0,528,31,70.469574,64.894379,4.207745,1.626914,4.840122,1.064136,1,0.011364,0,0.000000,5,0.056818,87,0.988636,295940.750000,0.114076
17,30,101,128,505,399,106,66,15,13,2,1,556,28,65.528259,47.761189,4.058069,1.506438,4.767220,1.077594,1,0.009901,0,0.000000,2,0.019802,99,0.980198,348544.437500,0.000129
18,0,97,128,523,417,106,66,18,18,0,0,570,14,77.816757,50.752777,4.367324,1.662954,4.870858,1.106303,2,0.020619,0,0.000000,3,0.030928,95,0.979381,348496.000000,0.000085
18,30,83,128,550,444,106,66,27,27,0,0,583,13,85.415771,55.560322,4.684556,1.748635,5.057676,1.114736,2,0.024096,0,0.000000,3,0.036145,81,0.975904,348743.687500,0.000000
19,0,67,128,575,469,106,66,25,25,0,0,592,9,95.503250,64.186096,5.189508,1.763688,5.238965,1.159423,2,0.029851,0,0.000000,4,0.059701,67,1.000000,348774.781250,0.000000
19,30,63,128,591,485,106,66,16,16,0,0,604,12,98.860207,71.166824,5.288639,1.741421,5.366431,1.160457,1,0.015873,0,0.000000,4,0.063492,63,1.000000,348974.375000,0.000016
20,0,59,128,607,498,109,67,16,13,3,1,616,12,101.043228,71.463280,5.383808,1.700201,5.460692,1.121460,1,0.016949,0,0.000000,3,0.050847,58,0.983051,349032.687500,0.000000
20,30,60,128,623,510,113,70,16,12,4,3,633,17,90.738266,69.788895,5.293989,1.694569,5.352837,1.145480,2,0.033333,0,0.000000,3,0.050000,59,0.983333,349033.468750,0.000017
21,0,65,128,630,514,116,71,7,4,3,1,645,12,100.547516,74.251869,5.171927,1.659857,5.360065,1.000456,2,0.030769,0,0.000000,2,0.030769,63,0.969231,349021.843750,0.000001
21,30,65,128,643,525,118,73,13,11,2,2,658,13,102.751686,79.369453,5.177598,1.697474,5.403029,0.969737,2,0.030769,0,0.000000,5,0.076923,63,0.969231,346972.031250,0.000011
22,0,70,128,652,533,119,74,9,8,1,1,672,14,103.547356,83.505882,5.209106,1.691772,5.387159,0.924639,2,0.028571,0,0.000000,7,0.100000,68,0.971429,348242.062500,0.000000
22,30,63,128,670,547,123,76,18,14,4,2,683,11,98.974281,75.717926,5.358016,1.628577,5.448750,0.967415,2,0.031746,0,0.000000,7,0.111111,60,0.952381,348852.093750,0.000000
23,0,59,128,685,559,126,77,15,12,3,1,694,11,100.165398,74.554520,5.438699,1.643589,5.444014,1.021426,1,0.016949,0,0.000000,9,0.152542,58,0.983051,331686.250000,0.014278
23,30,63,128,695,567,128,79,10,8,2,2,708,14,99.208305,77.979729,5.253533,1.724444,5.474502,0.877246,1,0.015873,0,0.000000,10,0.158730,59,0.936508,347450.531250,0.000000
24,0,80,128,704,573,131,81,9,6,3,2,734,26,90.902733,78.729691,5.453504,1.711805,5.471743,0.900421,0,0.000000,0,0.000000,15,0.187500,75,0.937500,347206.562500,0.000476
24,30,93,128,721,581,140,89,17,8,9,8,764,30,80.466164,70.741570,5.107755,1.767645,5.348606,0.939375,0,0.000000,0,0.000000,17,0.182796,87,0.935484,347158.937500,0.000159
25,0,100,128,737,589,148,95,16,8,8,6,787,23,87.372246,72.542747,5.301185,1.720399,5.426331,0.861690,0,0.000000,0,0.000000,18,0.180000,93,0.930000,346859.468750,0.000001
25,30,94,128,765,600,165,103,28,11,17,8,809,22,93.120514,69.626122,5.400690,1.659564,5.439114,0.852316,0,0.000000,0,0.000000,14,0.148936,87,0.925532,288191.156250,0.163881
26,0,108,128,783,610,173,106,18,10,8,3,841,32,88.161201,75.111984,5.530032,1.609186,5.542751,0.872143,0,0.000000,0,0.000000,15,0.138889,102,0.944444,348158.031250,0.000008
26,30,115,128,792,618,174,106,9,8,1,0,857,16,100.595528,78.387741,5.584610,1.590156,5.588112,0.857757,0,0.000000,0,0.000000,18,0.156522,110,0.956522,347829.625000,0.000008
27,0,118,128,805,629,176,106,13,11,2,0,873,16,113.351563,83.425415,5.868679,1.430747,5.687433,0.897419,0,0.000000,0,0.000000,19,0.161017,113,0.957627,347868.312500,0.000000
27,30,112,128,825,649,176,106,20,20,0,0,887,14,120.819283,83.662285,6.064167,1.236174,5.799060,0.860256,0,0.000000,0,0.000000,17,0.151786,106,0.946429,348186.687500,0.000000
28,0,114,128,839,658,181,111,14,9,5,5,903,16,127.793610,88.215248,6.254704,1.062857,5.899589,0.838047,0,0.000000,0,0.000000,17,0.149123,108,0.947368,347654.625000,0.000000
28,30,122,128,849,668,181,111,10,10,0,0,921,18,129.701996,91.960785,6.255560,1.091172,5.915809,0.838082,0,0.000000,0,0.000000,19,0.155738,116,0.950820,347636.781250,0.000000
29,0,124,131,861,679,182,111,12,11,1,0,935,14,134.573181,93.536446,6.325297,1.093278,5.936858,0.837646,0,0.000000,0,0.000000,23,0.185484,120,0.967742,347809.218750,0.000000
29,30,116,131,882,692,190,118,21,13,8,7,948,13,140.259354,99.342430,6.436629,1.008770,5.930852,0.833025,0,0.000000,0,0.000000,19,0.163793,111,0.956897,282572.250000,0.256856
30,0,117,131,904,707,197,122,22,15,7,4,971,23,130.769241,104.439377,6.529870,0.888133,5.894025,0.829901,0,0.000000,0,0.000000,16,0.136752,111,0.948718,207553.343750,0.612275
30,30,141,141,914,717,197,122,10,10,0,0,1005,34,116.711700,103.582237,6.533059,0.886867,5.940282,0.888564,0,0.000000,0,0.000000,21,0.148936,136,0.964539,347839.968750,0.000000
31,0,152,154,923,726,197,122,9,9,0,0,1025,20,119.915413,97.357101,6.521524,0.917836,5.943099,0.872213,0,0.000000,0,0.000000,24,0.157895,147,0.967105,346161.125000,0.000000
31,30,160,160,930,732,198,123,7,6,1,1,1040,15,128.805588,88.540131,6.472468,0.908482,5.975232,0.931192,0,0.000000,0,0.000000,24,0.150000,153,0.956250,346874.656250,0.000000
32,0,176,176,938,739,199,124,8,7,1,1,1064,24,136.761429,92.801605,6.501880,0.855533,6.013056,0.932095,0,0.000000,0,0.000000,28,0.159091,169,0.960227,347426.375000,0.000000
32,30,179,182,951,751,200,125,13,12,1,1,1080,16,147.119614,95.198433,6.568745,0.810007,6.000833,0.934077,0,0.000000,0,0.000000,28,0.156425,173,0.966480,344863.250000,0.000000
33,0,201,201,960,760,200,125,9,9,0,0,1111,31,146.891357,102.416679,6.552370,0.793891,5.969355,0.961558,0,0.000000,0,0.000000,34,0.169154,193,0.960199,344660.062500,0.000000
33,30,237,237,972,770,202,125,12,10,2,0,1159,48,140.267792,110.477707,6.572239,0.819569,5.986960,0.958377,0,0.000000,0,0.000000,44,0.185654,230,0.970464,328424.750000,0.000000
34,0,254,254,993,788,205,127,21,18,3,2,1197,38,138.989929,111.538673,6.606875,0.776833,5.968860,0.963816,0,0.000000,0,0.000000,43,0.169291,245,0.964567,346647.937500,0.000000
34,30,265,266,1011,806,205,127,18,18,0,0,1226,29,143.736206,111.304123,6.616868,0.807480,6.008632,0.961731,0,0.000000,0,0.000000,49,0.184906,258,0.973585,346846.343750,0.000000
35,0,273,276,1022,816,206,128,11,10,1,1,1245,19,156.206223,105.647568,6.613773,0.802902,6.019211,0.971373,0,0.000000,0,0.000000,49,0.179487,266,0.974359,346490.968750,0.000000
35,30,272,276,1044,838,206,128,22,22,0,0,1266,21,160.416061,101.862488,6.608776,0.810193,6.041242,1.026086,0,0.000000,0,0.000000,52,0.191176,265,0.974265,346910.718750,0.000007
36,0,281,282,1060,854,206,128,16,16,0,0,1291,25,170.198639,107.179741,6.632967,0.802456,6.065532,1.022936,0,0.000000,0,0.000000,56,0.199288,275,0.978648,346313.562500,0.000000
36,30,276,282,1083,877,206,128,23,23,0,0,1309,18,179.376160,108.342400,6.657544,0.807832,6.067299,1.024485,0,0.000000,0,0.000000,57,0.206522,271,0.981884,346314.000000,0.023279
37,0,278,282,1108,902,206,128,25,25,0,0,1336,27,179.514084,111.614197,6.706880,0.765613,6.070048,1.032898,0,0.000000,0,0.000000,51,0.183453,273,0.982014,346580.812500,0.000000
37,30,274,285,1136,930,206,128,28,28,0,0,1360,24,180.578064,110.821373,6.731358,0.711700,6.072564,1.043488,0,0.000000,0,0.000000,43,0.156934,267,0.974453,346675.437500,0.000000
38,0,262,285,1165,959,206,128,29,29,0,0,1377,17,186.763672,113.642113,6.750079,0.708011,6.110626,1.065100,0,0.000000,0,0.000000,42,0.160305,255,0.973282,346665.000000,0.000197
38,30,246,285,1203,997,206,128,38,38,0,0,1399,22,182.528915,115.830399,6.783484,0.672714,6.109669,1.064685,0,0.000000,0,0.000000,35,0.142276,239,0.971545,346696.000000,0.000000
39,0,241,285,1226,1020,206,128,23,23,0,0,1417,18,187.096008,119.576904,6.764493,0.672220,6.143726,1.051158,0,0.000000,0,0.000000,32,0.132780,235,0.975104,346620.093750,0.003081
39,30,228,285,1260,1054,206,128,34,34,0,0,1438,21,179.464005,117.657745,6.735221,0.662052,6.152480,1.084604,0,0.000000,0,0.000000,27,0.118421,222,0.973684,346797.562500,0.000000
40,0,237,285,1288,1082,206,128,28,28,0,0,1475,37,166.996429,122.980377,6.702888,0.636434,6.247079,1.125670,0,0.000000,0,0.000000,22,0.092827,230,0.970464,347353.031250,0.000000
40,30,229,285,1322,1114,208,129,34,32,2,1,1501,26,158.310272,120.802727,6.690149,0.606640,6.273807,1.146048,0,0.000000,0,0.000000,18,0.078603,220,0.960699,347615.187500,0.000017
41,0,216,285,1349,1136,213,131,27,22,5,2,1515,14,168.146896,121.844757,6.695489,0.591423,6.330894,1.138161,0,0.000000,0,0.000000,15,0.069444,208,0.962963,347678.156250,0.000171
41,30,219,285,1370,1155,215,132,21,19,2,1,1539,24,164.302429,118.155762,6.658520,0.586198,6.369377,1.172249,0,0.000000,0,0.000000,15,0.068493,210,0.958904,347545.375000,0.000000
42,0,208,285,1396,1177,219,135,26,22,4,3,1554,15,163.074982,102.235359,6.655484,0.601795,6.362264,1.178315,0,0.000000,0,0.000000,15,0.072115,198,0.951923,348149.375000,0.000156
42,30,198,285,1429,1204,225,139,33,27,6,4,1577,23,156.407578,99.746101,6.627392,0.568722,6.362829,1.183829,0,0.000000,0,0.000000,13,0.065657,188,0.949495,347740.093750,0.001411
43,0,193,285,1450,1218,232,146,21,14,7,7,1593,16,163.501343,101.939438,6.612051,0.584086,6.394140,1.206413,0,0.000000,0,0.000000,12,0.062176,184,0.953368,347675.937500,0.000000
43,30,195,285,1467,1235,232,146,17,17,0,0,1612,19,163.775787,101.876991,6.607239,0.633713,6.361836,1.216386,0,0.000000,0,0.000000,13,0.066667,184,0.943590,347544.281250,0.000808
44,0,190,285,1492,1250,242,153,25,15,10,7,1632,20,159.081696,101.247261,6.631035,0.588010,6.337765,1.226947,0,0.000000,0,0.000000,12,0.063158,178,0.936842,345237.093750,0.000000
44,30,196,285,1523,1272,251,158,31,22,9,5,1669,37,138.595108,102.271301,6.601173,0.613424,6.385557,1.279421,0,0.000000,0,0.000000,13,0.066327,186,0.948980,345360.593750,0.021704
45,0,211,285,1535,1281,254,160,12,9,3,2,1696,27,141.263519,103.526947,6.604080,0.589719,6.429364,1.263116,0,0.000000,0,0.000000,15,0.071090,198,0.938389,345253.781250,0.000000
45,30,235,285,1545,1289,256,161,10,8,2,1,1730,34,142.146500,105.491501,6.605136,0.591312,6.442847,1.256244,0,0.000000,0,0.000000,15,0.063830,222,0.944681,345346.656250,0.000000
46,0,273,285,1557,1299,258,162,12,10,2,1,1780,50,136.401947,104.985687,6.582045,0.591556,6.452049,1.222561,0,0.000000,0,0.000000,16,0.058608,258,0.945055,345569.218750,0.000000
46,30,309,310,1567,1308,259,162,10,9,1,0,1826,46,139.233459,107.017250,6.580876,0.600172,6.403807,1.229574,0,0.000000,0,0.000000,20,0.064725,291,0.941748,345318.531250,0.000000
47,0,335,335,1583,1322,261,163,16,14,2,1,1868,42,142.799667,107.441200,6.592845,0.588662,6.423386,1.221662,0,0.000000,0,0.000000,21,0.062687,317,0.946269,345981.718750,0.000000
47,30,376,376,1594,1329,265,164,11,7,4,1,1920,52,146.538986,109.023911,6.582519,0.600895,6.425558,1.211215,0,0.000000,0,0.000000,26,0.069149,356,0.946809,346998.031250,0.000000
48,0,402,402,1603,1337,266,165,9,8,1,1,1955,35,159.200867,111.320610,6.587801,0.580093,6.430015,1.202799,0,0.000000,0,0.000000,26,0.064677,382,0.950249,346769.968750,0.000000
48,30,422,422,1610,1344,266,165,7,7,0,0,1982,27,174.074280,111.897789,6.594597,0.580519,6.436233,1.198586,0,0.000000,0,0.000000,28,0.066351,398,0.943128,346689.468750,0.000000
49,0,419,427,1637,1371,266,165,27,27,0,0,2006,24,184.249908,111.988937,6.579327,0.557225,6.443851,1.203997,0,0.000000,0,0.000000,22,0.052506,397,0.947494,346749.406250,0.001606
49,30,416,427,1661,1394,267,166,24,23,1,1,2027,21,194.942551,109.928589,6.584531,0.544443,6.428563,1.219490,0,0.000000,0,0.000000,21,0.050481,396,0.951923,346860.218750,0.000005
50,0,430,430,1676,1409,267,166,15,15,0,0,2056,29,205.960526,115.998741,6.580186,0.534078,6.468521,1.224415,0,0.000000,0,0.000000,22,0.051163,411,0.955814,346916.468750,0.000000
50,30,444,445,1700,1431,269,168,24,22,2,2,2094,38,210.545944,121.424911,6.584060,0.529936,6.476964,1.211691,0,0.000000,0,0.000000,23,0.051802,423,0.952703,346938.687500,0.000000
51,0,444,445,1731,1462,269,168,31,31,0,0,2125,31,217.619064,129.086426,6.576351,0.491996,6.515477,1.199942,0,0.000000,0,0.000000,22,0.049550,425,0.957207,346517.187500,0.000000
51,30,450,455,1764,1495,269,168,33,33,0,0,2164,39,219.281540,137.604492,6.563840,0.467575,6.542551,1.204003,0,0.000000,0,0.000000,21,0.046667,432,0.960000,346721.812500,0.020372
52,0,448,455,1807,1534,273,170,43,39,4,2,2205,41,216.813965,142.174057,6.550735,0.465484,6.602509,1.210162,0,0.000000,0,0.000000,20,0.044643,432,0.964286,346956.312500,0.000000
52,30,444,455,1852,1579,273,170,45,45,0,0,2246,41,210.552765,146.643631,6.541604,0.490102,6.618744,1.220139,0,0.000000,0,0.000000,22,0.049550,427,0.961712,347144.187500,0.001203
53,0,431,455,1891,1614,277,174,39,35,4,4,2272,26,213.956863,144.548569,6.552750,0.473542,6.616662,1.200641,0,0.000000,0,0.000000,23,0.053364,414,0.960557,347067.250000,0.000014
53,30,423,455,1935,1654,281,177,44,40,4,3,2308,36,207.901855,142.350769,6.544941,0.470471,6.607373,1.212586,0,0.000000,0,0.000000,23,0.054374,408,0.964539,347214.781250,0.000000
54,0,417,455,1977,1691,286,179,42,37,5,2,2344,36,203.268066,141.145187,6.524399,0.504578,6.635602,1.199123,0,0.000000,0,0.000000,23,0.055156,403,0.966427,347024.437500,0.000013
54,30,409,455,2015,1724,291,184,38,33,5,5,2374,30,200.669617,136.246628,6.516415,0.506866,6.651341,1.200602,0,0.000000,0,0.000000,23,0.056235,392,0.958435,347057.156250,0.000048
55,0,434,455,2052,1752,300,189,37,28,9,5,2436,62,188.030365,139.632797,6.532775,0.500342,6.636192,1.207362,0,0.000000,0,0.000000,23,0.052995,414,0.953917,346921.875000,0.007705
55,30,438,455,2095,1788,307,194,43,36,7,5,2483,47,178.221832,132.927979,6.502162,0.517385,6.647240,1.207897,0,0.000000,0,0.000000,25,0.057078,414,0.945205,346839.437500,0.001148
56,0,456,460,2128,1817,311,197,33,29,4,3,2534,51,175.298401,132.058563,6.511528,0.504692,6.666435,1.231373,0,0.000000,0,0.000000,25,0.054825,431,0.945175,346713.468750,0.000351
56,30,480,480,2152,1839,313,197,24,22,2,0,2582,48,177.352539,132.106995,6.497309,0.520117,6.683787,1.229779,0,0.000000,0,0.000000,25,0.052083,454,0.945833,346556.968750,0.000000
57,0,506,508,2181,1865,316,200,29,26,3,3,2637,55,175.663528,129.872498,6.484135,0.535550,6.672745,1.242383,0,0.000000,0,0.000000,27,0.053360,480,0.948617,346387.625000,0.002551
57,30,531,532,2207,1890,317,200,26,25,1,0,2688,51,176.449951,123.104729,6.478792,0.525227,6.675531,1.252817,0,0.000000,0,0.000000,28,0.052731,500,0.941620,346220.750000,0.000013
58,0,555,556,2237,1918,319,201,30,28,2,1,2742,54,178.334564,123.268211,6.481905,0.516130,6.705672,1.255986,0,0.000000,0,0.000000,31,0.055856,523,0.942342,346147.750000,0.001066
58,30,586,586,2258,1936,322,203,21,18,3,2,2794,52,183.281937,123.239182,6.472789,0.527275,6.708890,1.236320,0,0.000000,0,0.000000,32,0.054608,553,0.943686,346148.093750,0.000931
59,0,606,607,2289,1966,323,203,31,30,1,0,2845,51,187.137390,122.594193,6.478753,0.523189,6.698134,1.231540,0,0.000000,0,0.000000,34,0.056106,569,0.938944,346828.968750,0.000006
59,30,638,638,2311,1988,323,203,22,22,0,0,2899,54,194.129639,125.828186,6.480263,0.518179,6.702838,1.237668,0,0.000000,0,0.000000,36,0.056426,598,0.937304,346785.906250,0.000000
60,0,667,667,2336,2012,324,203,25,24,1,0,2953,54,200.868668,128.987442,6.478988,0.520223,6.711617,1.251477,0,0.000000,0,0.000000,38,0.056972,625,0.937032,346564.875000,0.000000
60,30,685,689,2359,2035,324,203,23,23,0,0,2994,41,212.061798,131.561951,6.467034,0.528887,6.738973,1.231866,0,0.000000,0,0.000000,40,0.058394,643,0.938686,346779.062500,0.000016
61,0,694,694,2400,2074,326,204,41,39,2,1,3044,50,215.648102,132.037918,6.464329,0.530019,6.759263,1.228744,0,0.000000,0,0.000000,42,0.060519,648,0.933718,346652.875000,0.000000
61,30,699,701,2435,2109,326,204,35,35,0,0,3084,40,224.268845,135.895264,6.454176,0.537263,6.759579,1.227406,0,0.000000,0,0.000000,45,0.064378,653,0.934192,346430.125000,0.005100
62,0,712,714,2473,2147,326,204,38,38,0,0,3135,51,228.415649,139.676117,6.459158,0.533179,6.781987,1.223126,0,0.000000,0,0.000000,48,0.067416,664,0.932584,346457.937500,0.005369
62,30,716,718,2506,2180,326,204,33,33,0,0,3172,37,238.459015,143.366852,6.464632,0.532365,6.788671,1.216856,0,0.000000,0,0.000000,53,0.074022,671,0.937151,346415.562500,0.000000
63,0,716,727,2547,2221,326,204,41,41,0,0,3213,41,243.152145,144.307434,6.467908,0.537332,6.776895,1.211716,0,0.000000,0,0.000000,56,0.078212,671,0.937151,346661.250000,0.000047
63,30,720,727,2591,2265,326,204,44,44,0,0,3261,48,244.901947,148.596985,6.450631,0.554375,6.800341,1.211647,0,0.000000,0,0.000000,59,0.081944,675,0.937500,346502.093750,0.000001
64,0,740,740,2626,2300,326,204,35,35,0,0,3316,55,246.050949,152.734283,6.445117,0.563962,6.798621,1.219822,0,0.000000,0,0.000000,66,0.089189,692,0.935135,346494.218750,0.000442
64,30,744,745,2664,2338,326,204,38,38,0,0,3358,42,250.594772,153.423920,6.450214,0.563573,6.783302,1.222391,0,0.000000,0,0.000000,65,0.087366,698,0.938172,346499.312500,0.000016
65,0,748,757,2711,2385,326,204,47,47,0,0,3409,51,251.008316,157.293945,6.454098,0.565437,6.783757,1.219120,0,0.000000,0,0.000000,68,0.090909,704,0.941176,346467.437500,0.026667
65,30,738,757,2770,2444,326,204,59,59,0,0,3458,49,247.624771,157.183472,6.442441,0.582674,6.791926,1.224641,0,0.000000,0,0.000000,73,0.098916,699,0.947154,346618.343750,0.011993
66,0,730,757,2816,2488,328,205,46,44,2,1,3496,38,253.330902,159.177795,6.441001,0.588924,6.786063,1.220760,0,0.000000,0,0.000000,68,0.093151,692,0.947945,346603.656250,0.019114
66,30,728,757,2869,2538,331,207,53,50,3,2,3547,51,252.143326,161.229279,6.444751,0.585620,6.786404,1.219874,0,0.000000,0,0.000000,66,0.090659,689,0.946429,346572.406250,0.000634
67,0,716,757,2928,2593,335,210,59,55,4,3,3594,47,249.928635,160.274277,6.438784,0.581793,6.768092,1.212104,0,0.000000,0,0.000000,71,0.099162,675,0.942737,346650.062500,0.000350
